2.450726798349999823e+06 1.561299999999999955e+01 4.000000000000000083e-03
2.450728861630000174e+06 1.562899999999999956e+01 3.000000000000000062e-03
2.450729844510000199e+06 1.547499999999999964e+01 4.000000000000000083e-03
2.450739829200000037e+06 1.548600000000000065e+01 4.000000000000000083e-03
2.450742841519999783e+06 1.561400000000000077e+01 4.000000000000000083e-03
2.450744814360000193e+06 1.559699999999999953e+01 4.000000000000000083e-03
2.450745823909999803e+06 1.548499999999999943e+01 3.000000000000000062e-03
2.450746862000000197e+06 1.561100000000000065e+01 4.000000000000000083e-03
2.450747681379999965e+06 1.549900000000000055e+01 3.000000000000000062e-03
2.450748658739999868e+06 1.556400000000000006e+01 4.000000000000000083e-03
2.450750739029999822e+06 1.558000000000000007e+01 4.000000000000000083e-03
2.450751769530000165e+06 1.550200000000000067e+01 4.000000000000000083e-03
2.450752830899999943e+06 1.559299999999999997e+01 4.000000000000000083e-03
2.450754839199999813e+06 1.561599999999999966e+01 4.000000000000000083e-03
2.450755736450000200e+06 1.551500000000000057e+01 4.000000000000000083e-03
2.450759739670000039e+06 1.551099999999999923e+01 3.000000000000000062e-03
2.450760794160000049e+06 1.557399999999999984e+01 4.000000000000000083e-03
2.450762814869999886e+06 1.558600000000000030e+01 4.000000000000000083e-03
2.450769827269999776e+06 1.552100000000000080e+01 4.000000000000000083e-03
2.450773814679999836e+06 1.551900000000000013e+01 4.000000000000000083e-03
2.450776840689999983e+06 1.555400000000000027e+01 4.000000000000000083e-03
2.450779781589999795e+06 1.553500000000000014e+01 4.000000000000000083e-03
2.450781798169999849e+06 1.554599999999999937e+01 4.000000000000000083e-03
2.450783806580000091e+06 1.554599999999999937e+01 3.000000000000000062e-03
2.450788809030000120e+06 1.553500000000000014e+01 3.000000000000000062e-03
2.450790823809999973e+06 1.552699999999999925e+01 3.000000000000000062e-03
2.450795780530000106e+06 1.558399999999999963e+01 4.000000000000000083e-03
2.450798775810000021e+06 1.551399999999999935e+01 3.000000000000000062e-03
2.450805837390000001e+06 1.560100000000000087e+01 5.000000000000000104e-03
2.450816831460000016e+06 1.550699999999999967e+01 3.000000000000000062e-03
2.450817773930000141e+06 1.562700000000000067e+01 4.000000000000000083e-03
2.450824721320000011e+06 1.547899999999999920e+01 4.000000000000000083e-03
2.450826693609999958e+06 1.541999999999999993e+01 3.000000000000000062e-03
2.450827664049999788e+06 1.562199999999999989e+01 4.000000000000000083e-03
2.450828723489999771e+06 1.548300000000000054e+01 4.000000000000000083e-03
2.450829788009999786e+06 1.563400000000000034e+01 4.000000000000000083e-03
2.450830605059999973e+06 1.548300000000000054e+01 4.000000000000000083e-03
2.450831613069999963e+06 1.560699999999999932e+01 4.000000000000000083e-03
2.450832735909999814e+06 1.547100000000000009e+01 3.000000000000000062e-03
2.450833668699999806e+06 1.560999999999999943e+01 3.000000000000000062e-03
2.450834721779999789e+06 1.547300000000000075e+01 4.000000000000000083e-03
2.450835688939999789e+06 1.561899999999999977e+01 4.000000000000000083e-03
2.450836657790000085e+06 1.547600000000000087e+01 3.000000000000000062e-03
2.450837639289999846e+06 1.560500000000000043e+01 3.000000000000000062e-03
2.450839637939999811e+06 1.559900000000000020e+01 4.000000000000000083e-03
2.450840758359999862e+06 1.547600000000000087e+01 3.000000000000000062e-03
2.450842670440000016e+06 1.547000000000000064e+01 4.000000000000000083e-03
2.450844618180000223e+06 1.547700000000000031e+01 4.000000000000000083e-03
2.450845643259999808e+06 1.559099999999999930e+01 3.000000000000000062e-03
2.450850714300000109e+06 1.547400000000000020e+01 4.000000000000000083e-03
2.450854751749999821e+06 1.547799999999999976e+01 4.000000000000000083e-03
2.450855736349999905e+06 1.559200000000000053e+01 5.000000000000000104e-03
2.450856643709999975e+06 1.548700000000000010e+01 4.000000000000000083e-03
2.450857702000000048e+06 1.558799999999999919e+01 4.000000000000000083e-03
2.450858655819999985e+06 1.552699999999999925e+01 5.000000000000000104e-03
2.450859731740000192e+06 1.559500000000000064e+01 4.000000000000000083e-03
2.450860672929999884e+06 1.550699999999999967e+01 4.000000000000000083e-03
2.450865540610000025e+06 1.555300000000000082e+01 4.000000000000000083e-03
2.450867596059999894e+06 1.555400000000000027e+01 4.000000000000000083e-03
2.450874707570000086e+06 1.549399999999999977e+01 3.000000000000000062e-03
2.450876576739999931e+06 1.553500000000000014e+01 3.000000000000000062e-03
2.450876676930000074e+06 1.550000000000000000e+01 3.000000000000000062e-03
2.450878713609999977e+06 1.553299999999999947e+01 4.000000000000000083e-03
2.450880600380000193e+06 1.553899999999999970e+01 4.000000000000000083e-03
2.450885607079999987e+06 1.554199999999999982e+01 5.000000000000000104e-03
2.450887645409999881e+06 1.553700000000000081e+01 4.000000000000000083e-03
2.450890668969999999e+06 1.554800000000000004e+01 4.000000000000000083e-03
2.450892562530000228e+06 1.559099999999999930e+01 4.000000000000000083e-03
2.450895605880000163e+06 1.551800000000000068e+01 3.000000000000000062e-03
2.450898583550000098e+06 1.559600000000000009e+01 3.000000000000000062e-03
2.450918598790000193e+06 1.564000000000000057e+01 5.000000000000000104e-03
2.450922503080000170e+06 1.562199999999999989e+01 4.000000000000000083e-03
2.450928564989999868e+06 1.565600000000000058e+01 5.000000000000000104e-03
2.450933527269999962e+06 1.546700000000000053e+01 3.000000000000000062e-03
2.450951485199999996e+06 1.548499999999999943e+01 3.000000000000000062e-03
2.451041899389999919e+06 1.555799999999999983e+01 3.000000000000000062e-03
2.451072847719999962e+06 1.548600000000000065e+01 3.000000000000000062e-03
2.451078807849999983e+06 1.548700000000000010e+01 3.000000000000000062e-03
2.451080862089999951e+06 1.548300000000000054e+01 3.000000000000000062e-03
2.451081811470000073e+06 1.562599999999999945e+01 4.000000000000000083e-03
2.451083879720000084e+06 1.562400000000000055e+01 3.000000000000000062e-03
2.451084793329999782e+06 1.546599999999999930e+01 3.000000000000000062e-03
2.451086813659999985e+06 1.548199999999999932e+01 3.000000000000000062e-03
2.451089776709999889e+06 1.561200000000000010e+01 4.000000000000000083e-03
2.451090798479999881e+06 1.547899999999999920e+01 4.000000000000000083e-03
2.451091856649999972e+06 1.561500000000000021e+01 4.000000000000000083e-03
2.451092854999999981e+06 1.547400000000000020e+01 3.000000000000000062e-03
2.451102860659999773e+06 1.548700000000000010e+01 3.000000000000000062e-03
2.451107843630000018e+06 1.559200000000000053e+01 3.000000000000000062e-03
2.451109793349999934e+06 1.559399999999999942e+01 4.000000000000000083e-03
2.451113856790000107e+06 1.559299999999999997e+01 4.000000000000000083e-03
2.451116801030000206e+06 1.550399999999999956e+01 3.000000000000000062e-03
2.451126702779999934e+06 1.553500000000000014e+01 4.000000000000000083e-03
2.451129801520000212e+06 1.556199999999999939e+01 3.000000000000000062e-03
2.451131806189999916e+06 1.556600000000000072e+01 4.000000000000000083e-03
2.451132798049999867e+06 1.550600000000000023e+01 3.000000000000000062e-03
2.451134811110000126e+06 1.551900000000000013e+01 3.000000000000000062e-03
2.451142748430000152e+06 1.554400000000000048e+01 3.000000000000000062e-03
2.451151843080000021e+06 1.554599999999999937e+01 3.000000000000000062e-03
2.451153714699999895e+06 1.550999999999999979e+01 3.000000000000000062e-03
2.451155670390000101e+06 1.550600000000000023e+01 4.000000000000000083e-03
2.451157730969999917e+06 1.551299999999999990e+01 4.000000000000000083e-03
2.451159735950000118e+06 1.551900000000000013e+01 4.000000000000000083e-03
2.451161801030000206e+06 1.551200000000000045e+01 3.000000000000000062e-03
2.451163797670000233e+06 1.551900000000000013e+01 4.000000000000000083e-03
2.451165797859999817e+06 1.550200000000000067e+01 3.000000000000000062e-03
2.451167732569999993e+06 1.550399999999999956e+01 3.000000000000000062e-03
2.451168743569999933e+06 1.562100000000000044e+01 4.000000000000000083e-03
2.451171711420000065e+06 1.549499999999999922e+01 3.000000000000000062e-03
2.451174839250000194e+06 1.559699999999999953e+01 3.000000000000000062e-03
2.451178757220000029e+06 1.562800000000000011e+01 4.000000000000000083e-03
2.451181722769999877e+06 1.549300000000000033e+01 3.000000000000000062e-03
2.451183756310000084e+06 1.548900000000000077e+01 3.000000000000000062e-03
2.451185805230000056e+06 1.549600000000000044e+01 3.000000000000000062e-03
